CID,name
N00027415,David Brownlow
N00028923,Patrick McGonegal
N00028924,Jim McCoy
N00028925,WilliamToddLong
N00028926,William Satterwhite
N00028927,Peter Kuhnert
N00028928,Bennie Kyle
N00028929,Rob Hubler
N00028930,Emperor Caesar
N00028931,Ole' Savior
N00028932,Tony Vintinner
N00028933,Thomas Vilsack
N00028934,EdwardAllanBuck
N00005244,Sam Brownback
N00028936,Michael Beardsley
N00028937,Toney
N00028938,Vincent Martinez
N00026020,Eleanor Garcia
N00025687,BrianRussellBrown
N00026413,John Borling
N00009301,Laura Garza
N00006692,Barbara Boxer
N00003762,Evan Bayh
N00013857,Barry Finegold
N00000429,DeborahArnieArnesen
N00009855,Temperance Lance-Council
N00028951,Michael Todd
N00028952,Loren Collins
N00004495,Dick Franson
N00028945,Ned Lauver
N00028946,Vernon Jones
N00028947,MichaelPaulJingozian
N00028948,JohnTaylorBowles
N00028949,Deshon Pocter
N00028950,Joe Honeychurch
N00026411,Piotr Blass
N00009638,Barack Obama
N00001557,Stephen Freind
N00028968,JosephFelixLeonaitis
N00028982,WalterDonaldKennedy
N00003042,Bud Cramer
N00026293,Jamie Metzl
N00026297,Nancy Thompson
N00026301,Tami Mars
N00026305,Sue Helm
N00026340,Lisa Quigley
N00009570,Artur Davis
N00026824,Albert Turner
N00027188,James Clymer
N00012539,Mark Kirk
N00012560,Jon Porter
N00012601,Ron Unz
N00012605,James Treffinger
N00007017,Darrell Issa
N00002962,James King
N00004645,Denny Rehberg
N00000910,Abraham Hirschfeld
N00000854,William Gormley
N00007836,Maria Cantwell
N00012607,Rod Martin
N00012611,Mike Honda
N00012613,Jerry Doyle
N00012615,RodolfoGomezFavila
N00012616,Martin Collen
N00012618,Bill Morrow
N00027502,Thomas Kean
N00012669,Corrogan Vaughn
N00012672,Steve Pearce
N00012739,Ander Crenshaw
N00012772,John Kelly
N00012774,Felix Grucci
N00012781,Jack Machek
N00012787,William Bernstein
N00012796,Mike Garza
N00012803,Alfonzo Jones
N00012840,Vernon Van
N00012878,James Donovan
N00012903,Philip Giordano
N00012933,Roger Thoney
N00012941,ChristopherBrienColeman
N00012942,Betty McCollum
N00012950,Geoffrey Yoste
N00012968,Sam Neill
N00012970,Tom Osborne
N00013002,EricDeanTroutt
N00013078,JoAnnDavis
N00013101,Steven(Steve)Novak
N00013114,Walter McCaffrey
N00013131,Eric Cantor
N00013140,Johnny Swanson
N00013142,Jack Robinson
N00007779,Brian Boquist
N00026158,Bev Kilmer
N00026165,Joan Barry
N00026169,John Fleming
N00026173,Kate Hanley
N00026181,Charles Berry
N00025139,James Snyder
N00026112,Lanakila Washington
N00026253,Steven Rauschenberger
N00026261,BrianDouglasPaasch
N00026267,Robb Rourke
N00024757,Richter Elser
N00024759,Mike Rogers
N00024766,William Sinnott
N00024770,Mike Michaud
N00024773,Stephanie Herseth
N00024777,Ginny Brown-Waite
N00024780,Jeffrey Ballenger
N00024782,Michael Cloud
N00026275,Mark Risley
N00026277,Brett Wagner
N00026279,Reza Torchizy
N00026281,Rick Bell
N00026283,Joanna Conti
N00026285,PatrickJohnMcNamara
N00026289,Kris Kobach
N00026295,Jack Flynn
N00026299,Edward Herman
N00026303,Joseph Torsella
N00026338,DaleWilliamMorfey
N00026342,Ruben Garcia
N00026221,David Gill
N00026393,Richard Morrison
N00026598,DavidOmarStowell
N00026885,Dave Reichert
N00027252,MatthewAngusWilliams
N00001109,Al Sharpton
N00024842,Joe Courtney
N00027493,Michele Bachmann
N00009714,Matthew Mangino
N00027414,TyramHunterPettit
N00002556,Mac Collins
N00024857,John Courage
N00027616,Robin Carnahan
N00027618,Steve Kagen
N00027620,HerbertRayRubenstein
N00012577,Curtis Clinesmith
N00013743,LeoJamesTerrell
N00025431,Jim Condit
N00027631,Steve Young
N00027633,BrianChavez-O'Choa
N00027634,Steve Filson
N00027635,Frank Amador
N00027636,Marilyn Brewer
N00027637,Kathy McCarrell
N00027638,Jeeni Criscenzo
N00027639,Mark Wyland
N00027640,Jim Hester
N00027641,KarenMarieOtter
N00027642,Jay Fawcett
N00027643,Andy Michaud
N00027644,Bill Sali
N00027645,LindBraswellScott
N00027646,Zane Smith
N00027647,ThomasEldonHayhurst
N00009571,Mike Ross
N00012508,Tom Carper
N00012526,John Graham
N00024855,CecilPopeStaton
N00028631,Brian Moore
N00026106,DebbieWassermanSchultz
N00026142,Jerry Brooks
N00026249,Charles Caston
N00026336,CarlAllenCole
N00026776,Elizabeth Rogers
N00027002,Tim Sultan
N00027457,JohnBernardGlassie
N00012890,Timothy Johnson
N00012586,Chris Chocola
N00026187,Wesley Clark
N00026250,Kenneth Hill
N00026272,Jan Judy
N00026337,Marvin Parks
N00026427,Ro Khanna
N00006436,Stan Barnes
N00026777,RoselynRuthO'Connell
N00026917,Bill Fuller
N00027236,Theresa Gerratana
N00027308,MarcJosephMillican
N00013151,Stephanie Sanchez
N00013155,RussellRossFrancis
N00013156,Bob Simpson
N00013186,SharonWandaDeming
N00013208,Derek Smith
N00013231,Cathie Hartnett
N00013247,David Bishop
N00013258,Sandy Hume
N00013262,JoyceMarieGriggs
N00013263,Don Smart
N00013269,Mike Gabbard
N00013288,ArthurJosephRegan
N00013291,Mark Dayton
N00013294,JohnStanleyCarroll
N00013323,Sam Graves
N00013334,MarthaFullerClark
N00013345,Steve Israel
N00013401,Charles Laurie
N00013406,Robert Lemen
N00013408,Bob Bevill
N00013436,Zell Miller
N00000616,Joe Lieberman
N00013581,John Barker
N00013620,Joseph Fortunato
N00006700,Mervin Evans
N00013738,Kevin Murray
N00017637,JamesIrvinGlover
N00000245,John Kerry
N00018928,Kevin Johns
N00026161,Roger Hines
N00026163,Lynn Westmoreland
N00022029,John Reiger
N00026167,Jay Helvey
N00026171,Charlie Dent
N00026175,Richard Snuffer
N00026183,Tom Ravenel
N00026184,James Stewart
N00026190,Jason Pacifico
N00008166,George Nethercutt
N00026263,JedJosephFrench
N00024756,Winston Wilkinson
N00026287,Jeremy Alexander
N00009572,Bruce Harris
N00007099,Ken Calvert
N00006825,Peter Mathews
N00006983,Duncan Hunter
N00006701,Mark Takano
N00012505,DavidWayneWatkins
N00012518,ThomasPurcellLiddy
N00024823,Daniel Blue
N00024947,John Swallow
N00026050,Lisa Murkowski
N00026119,Charlie Rodriguez
N00026157,Jim Brandt
N00026271,Steve Novick
N00026492,Paul Babbitt
N00002763,Tom Wells
N00007632,EniHFaleomavaega
N00009573,Jeff Flake
N00007422,Ellen Tauscher
N00007447,Joe Nation
N00007507,George Radanovich
N00006882,Buck Mckeon
N00006770,Mel Levine
N00009774,Xavier Becerra
N00009575,GenePaulScharer
N00007584,Wally Herger
N00007397,Pete Stark
N00007458,Lynn Woolsey
N00007516,Richard Pombo
N00007286,Phillip Wyman
N00008094,Howard Berman
N00006750,Jane Harman
N00006671,Lucille Roybal-Allard
N00009111,Walter Tucker
N00006953,Jay Kim
N00007009,Ron Packard
N00008936,Jerry Beck
N00026046,AmandaLouHardy
N00009576,MaryJudgeRyan
N00008188,Vic Snyder
N00006498,ThomasJohnVolgy
N00009578,Lawrence Wiesner
N00007382,Tom Lantos
N00007999,Don Young
N00003032,Ronnie Flippo
N00005483,Thomas Donaldson
N00008190,Asa Hutchinson
N00006473,Bob Stump
N00007390,George Miller
N00007556,John Doolittle
N00006242,Barbara Cubin
N00003028,Robert Aderholt
N00005455,Marion Berry
N00006887,TimothyCharlesKalemkarian
N00003728,Frank Cremeans
N00003545,Steve LaTourette
N00002045,Tom Davis
N00007834,Rick White
N00004330,Jerry Kleczka
N00009584,Michael Case
N00000183,Tom Tierney
N00027445,TimothyJohnRobb
N00001143,Gary Ackerman
N00001020,Sue Kelly
N00003682,Rob Portman
N00003532,Bob Ney
N00005559,Frank Lucas
N00000133,Donna Christian-Christensen
N00004354,Jeffrey Thomas
N00009585,Adam Schiff
N00002214,Alan Mollohan
N00007635,AmataColemanRadewagen
N00006423,Trent Franks
N00007479,Zoe Lofgren
N00004227,Tom Latham
N00004884,Danny Davis
N00004758,Steve Denari
N00003813,Pete Visclosky
N00003897,John Hostettler
N00003467,Ed Whitfield
N00000179,James McGovern
N00000226,John Tierney
N00000834,Jim Saxton
N00000933,Charles Millard
N00001025,Joseph Dioguardi
N00009586,Hilda Solis
N00007823,Jennifer Dunn
N00003091,Sonny Callahan
N00006425,John Shadegg
N00006455,D Hayworth
N00007312,Sam Farr
N00004816,Rod Blagojevich
N00004745,Jerry Weller
N00004933,Ray LaHood
N00003844,Mark Souder
N00008144,Todd Tiahrt
N00003476,Ron Lewis
N00009588,Gerrie Schipske
N00004440,Bill Luther
N00001150,David Levy
N00001074,Major Owens
N00000939,Jerrold Nadler
N00001276,John McHugh
N00001222,Maurice Hinchey
N00003736,Michael Oxley
N00009778,John Kasich
N00003504,Deborah Pryce
N00001746,Chaka Fattah
N00001519,James Greenwood
N00009157,Doc Hastings
N00007050,Randy Cunningham
N00004155,Peter Hoekstra
N00004087,Jim Barcia
N00003950,Sander Levin
N00004558,Collin Peterson
N00001082,Edolphus Towns
N00000078,Carolyn Maloney
N00001279,Randall Terry
N00001267,Sherwood Boehlert
N00001290,Jack Quinn
N00003522,Marcy Kaptur
N00003535,Sherrod Brown
N00005551,Ernest Istook
N00001469,Tim Holden
N00002171,Rick Boucher
N00001725,Jay Inslee
N00009603,WadeRowlandSanders
N00009604,Susan Davis
N00002674,Sanford Bishop
N00000205,Marty Meehan
N00001821,Steny Hoyer
N00002017,Roscoe Bartlett
N00000574,Miles Rapoport
N00007021,Juan Vargas
N00006213,Scott McInnis
N00009775,Michael Castle
N00002718,Tillie Fowler
N00002982,Michael Bilirakis
N00002856,Carrie Meek
N00002884,Alcee Hastings
N00000585,Sam Gejdenson
N00006397,Ed Pastor
N00007033,Bob Filner
N00000561,Nancy Johnson
N00002713,Corrine Brown
N00002793,John Mica
N00002839,Peter Deutsch
N00002872,Lincoln Diaz-Balart
N00002656,Jack Kingston
N00000143,John Olver
N00000280,Bill Delahunt
N00001849,Albert Wynn
N00004196,Bart Stupak
N00004113,Nick Smith
N00004045,Joe Knollenberg
N00009608,Rob Simmons
N00007084,Bob Conaway
N00008274,Loretta Sanchez
N00006134,Diana DeGette
N00002743,Allen Boyd
N00005645,Ralph Hall
N00009738,John Culberson
N00009752,Phil Sudan
N00002083,Jim Moran
N00009761,Jeff Morris
N00009771,ShelleyMooreCapito
N00008091,Spencer Bachus
N00006486,Jim Kolbe
N00000615,Rosa DeLauro
N00005656,Joe Barton
N00006052,Mac Thornberry
N00005892,Tom DeLay
N00007231,Elton Gallegly
N00006897,Brad Sherman
N00011971,Dan Lungren
N00008264,Ed Royce
N00007089,Joe Baca
N00006118,Patricia Schroeder
N00000048,Joel Hefley
N00002926,Jim Davis
N00009736,JohnMarkBrewer
N00009742,Paul Williams
N00009753,Jim Matheson
N00009759,Rick Larsen
N00004426,Tom Petri
N00003083,Terry Everett
N00003008,Earl Hilliard
N00009086,Gary Franks
N00003264,Lincoln Davis
N00006023,Lloyd Doggett
N00005818,SheilaJacksonLee
N00005835,PaulMichaelColbert
N00001861,Henry Waxman
N00007140,Robert Dornan
N00006811,Juanita Millender-McDonald
N00001692,EleanorHolmesNorton
N00002327,Sue Myrick
N00001529,Joseph Hoeffel
N00001427,Phil English
N00002424,Mark Sanford
N00003126,Bart Gordon
N00009890,KeithRussellJudd
N00006267,Mike Crapo
N00004166,Vernon Ehlers
N00004527,Gil Gutknecht
N00008032,Kenny Hulshof
N00003288,Bennie Thompson
N00004690,Peter Fitzgerald
N00000459,Charles Summers
N00003962,Lynn Rivers
N00005119,Karen McCarthy
N00003280,Roger Wicker
N00002247,Howard Coble
N00001535,Curt Weldon
N00001373,Mike Doyle
N00000360,Patrick Kennedy
N00002401,Gary McLeod
N00004758,Steve Denari
N00008028,Sam Johnson
N00005985,Henry Bonilla
N00005998,Solomon Ortiz
N00009154,Bob Goodlatte
N00006690,Maxine Waters
N00007498,JerryLeonCarroll
N00000637,Jim Maloney
N00002776,Richard Grayson
N00002898,Mark Foley
N00002630,Charles Norwood
N00003762,Evan Bayh
N00003159,Zach Wamp
N00008122,EddieBerniceJohnson
N00005681,Pete Sessions
N00005653,Stephen Masterson
N00005870,Gene Green
N00007279,MichaelBrianStoker
N00006981,Brian Bilbray
N00002754,Joe Scarborough
N00002807,Dave Weldon
N00002519,George Darden
N00003437,Jim Bunning
N00003195,David Dunaway
N00002685,Saxby Chambliss
N00002511,Cynthia McKinney
N00004237,Dave Nagle
N00004856,Bill Lipinski
N00004939,Thomas Ewing
N00004961,John Shimkus
N00027479,Charles Pineda
N00000010,Dan Burton
N00003338,Shawn O'Hara
N00002328,Melvin Watt
N00000851,Frank LoBiondo
N00000699,Robert Menendez
N00001193,Pete King
N00002408,James Clyburn
N00002492,John Spratt
N00011046,Bill Janklow
N00003105,Marsha Blackburn
N00003383,StephenLewisHenry
N00000267,Michael Capuano
N00004007,Barbara-Rose Collins
N00004436,John Kline
N00001127,Joseph Crowley
N00001110,Anthony Weiner
N00000983,Vito Fossella
N00001024,Nita Lowey
N00009821,John Sweeney
N00003681,Mildred(Millie)Howard
N00009692,Una Clarke
N00003725,Dave Hobson
N00009699,Patrick Tiberi
N00001624,Joseph McColgan
N00001509,Paul Kanjorski
N00009719,Todd Platts
N00009724,Jim Langevin
N00005399,Woody Jenkins
N00002198,Nick Rahall
N00007419,Mike Thompson
N00007581,Doug Ose
N00007360,Nancy Pelosi
N00008046,Barbara Lee
N00007378,Chris Haugen
N00007256,Bill Thomas
N00007232,Lois Capps
N00006932,David Dreier
N00027480,Bruce Stevens
N00004956,Jerry Costello
N00003765,Mike Pence
N00005233,Dennis Moore
N00005414,Jim McCrery
N00000220,Paul McCarthy
N00001691,Carl Levin
N00007967,Thomas Foley
N00007918,Norm Dicks
N00004403,Ron Kind
N00004118,DeborahAnnStabenow
N00001422,John Peterson
N00001408,John Murtha
N00000326,John Matson
N00007936,Brian Baird
N00007962,Judy Olson
N00007833,Adam Smith
N00004394,David Obey
N00003098,Joe Turnham
N00007571,Robert Matsui
N00007590,RobertDeanKent
N00007582,Douglas Tuma
N00007335,Anna Eshoo
N00007470,Connor Vlakancic
N00007248,Devin Nunes
N00006789,Grace Napolitano
N00007087,Jerry Lewis
N00003796,Mark Leyva
N00003875,Baron Hill
N00003444,Ken Lucas
N00000153,Richard Neal
N00000243,Thomas Keane
N00002012,Wayne Gilchrest
N00004489,MartinOlavSabo
N00001171,Gregory Meeks
N00001068,Thomas Manton
N00001129,Melinda Katz
N00001003,Eliot Engel
N00001026,Paul Feiner
N00001214,Michael McNulty
N00001261,James Walsh
N00001295,Tom Reynolds
N00003689,Steve Chabot
N00003674,Charles Sanders
N00003660,Paul Gillmor
N00003561,StephanieTubbsJones
N00003585,Robert Saffold
N00003508,Edward Brown
N00009824,David Wu
N00001619,Robert Brady
N00001510,Don Sherwood
N00001542,Melissa Brown
N00009829,Jim McDermott
N00004367,Tammy Baldwin
N00004391,Mark Green
N00004357,Paul Ryan
N00004373,Ronnie Greer
N00004291,James Sensenbrenner
N00001754,Bob Dole
N00007498,JerryLeonCarroll
N00001879,GeorgeAlexanderMuzyk
N00007848,Maximus Englerius
N00007453,JamesJohnPrattas
N00002281,ThomasFrancisWinterbottom
N00006230,Al Hamburg
N00008072,George Bush
N00002362,Randolph Crow
N00002802,Clay Hill
N00009841,Gary Bauer
N00009842,Judith Anderson
N00009858,MatthewJonKlemmensen
N00009860,Warren Ashe
N00009866,Larry Reed
N00009869,Orrin Hatch
N00009870,YehannaJoanMMalone
N00009877,William Wallace
N00009884,Joe Schriner
N00007591,Kip Lee
N00002196,LowellJacksonFellure
N00000224,MichaelRossTunickStrauss
N00000086,Ralph Nader
N00027481,Gale Morgan
N00001678,Bill Clinton
N00001813,Jose Serrano
N00003675,John Boehner
N00027490,Les Miller
N00001569,Thomas Foglietta
N00009715,Melissa Hart
N00001371,William Coyne
N00009723,Jose Hernandez-Mayoral
N00002428,Henry Brown
N00002598,Tony Center
N00002610,Nathan Deal
N00027492,RichardScottReynolds
N00011875,Bill Gluba
N00004887,Bobby Rush
N00004874,Luis Gutierrez
N00004912,Lane Evans
N00003924,Steve Buyer
N00005122,Joyce Lea
N00002299,Walter Jones
N00008113,Earl Pomeroy
N00000684,Rodney Frelinghuysen
N00001102,Nydia Velazquez
N00000140,Carlos Romero-Barcelo
N00002460,Bob Inglis
N00001814,Robin Tallon
N00003328,Thad Cochran
N00004878,Jesse Jackson
N00004091,BruceAllenGidner
N00001681,Ronald Reagan
N00006887,TimothyCharlesKalemkarian
N00007140,Robert Dornan
N00002008,RichardFranklinColburn
N00009668,Mike Rogers
N00004093,AlanLeeCropsey
N00002260,David Price
N00003651,Ralph Regula
N00003572,Dennis Kucinich
N00007690,Greg Walden
N00007781,Peter DeFazio
N00027482,Leonard Padilla
N00003329,Trent Lott
N00000751,Bill Pascrell
N00000860,Rush Holt
N00006652,Jim Gibbons
N00001148,Carolyn McCarthy
N00000964,Charles Rangel
N00001305,John LaFalce
N00003218,Harold Ford
N00005724,Max Sandlin
N00005731,Jim Turner
N00005928,Nick Lampson
N00005331,Doug Bereuter
N00000781,Frank Pallone
N00000743,Scott Garrett
N00009817,Dick Zimmer
N00006546,Heather AWilson
N00006561,Tom Udall
N00006598,Jim Blockey
N00009825,Anibal Acevedo-Vila
N00003158,John Wolfe
N00005794,Chet Edwards
N00005960,Charlie Gonzalez
N00002048,Charles(Chuck)Carlton
N00002072,Howard Phillips
N00004278,John Hagelin
N00007401,FrederickEugeneOgin
N00002899,Isabell Masters
N00006741,CaesarSaintAugustine
N00002047,Lyndon LaRouche
N00001885,Alan Keyes
N00001604,Arlen Specter
N00001774,Pete Wilson
N00001805,Connie Morella
N00008086,Dave Camp
N00004033,Dennis Hertel
N00004484,Jim Ramstad
N00009670,Mark Kennedy
N00005181,Russ Carnahan
N00012460,William Clay
N00009671,Charlie Dooley
N00009676,Gene McNary
N00009677,Todd Akin
N00005336,Bill Barrett
N00000440,Bill Zeliff
N00000423,Charles Bass
N00000826,Robert Andrews
N00000716,Donald Payne
N00002763,Tom Wells
N00001817,WBillYoung
N00002905,Robert Wexler
N00002577,John Lewis
N00002543,Edgar Jenkins
N00007665,Neil Abercrombie
N00004280,Jim Leach
N00004208,Leonard Boswell
N00012457,Jesse Jackson
N00004702,Henry Hyde
N00004789,Cardiss Collins
N00004698,Phil Crane
N00004781,Dennis Hastert
N00001883,Kumar Barve
N00000469,Tom Allen
N00004029,John Conyers
N00004128,Joe Schwarz
N00004133,Fred Upton
N00004070,Dale Kildee
N00009795,Candice Miller
N00004005,CarolynCheeksKilpatrick
N00001783,John Dingell
N00001806,James Oberstar
N00005026,William Clay
N00005105,Ike Skelton
N00005195,Roy Blunt
N00005090,JoAnnEmerson
N00003341,Charles(Chip)Pickering
N00002269,Bob Etheridge
N00027483,MarkEdwinLayfield
N00027489,GregoryNeilRublee
N00003730,Ted Strickland
N00003574,MaryRoseOakar
N00005555,Darryl Roberts
N00007727,Earl Blumenauer
N00007700,Darlene Hooley
N00001498,Joseph McDade
N00001633,Joe Pitts
N00002497,Butler Derrick
N00027491,Norm Semanko
N00004643,Max Baucus
N00005372,Billy Tauzin
N00000275,Barney Frank
N00003758,Julia Carson
N00005218,Jim Ryun
N00003392,Anne Northup
N00005425,Francis Thompson
N00005422,John Cooksey
N00005383,David Thibodaux
N00000270,Ed Markey
N00027484,AndyJosephMayberry
N00001955,Ben Cardin
N00001971,Elijah Cummings
N00002377,Cass Ballenger
N00004638,Conrad Burns
N00001671,SamuelDrHoff
N00002051,Pat Buchanan
N00004032,HosannaJesseGray
N00009898,Dan Quayle
N00009614,Ric Keller
N00002877,Clay Shaw
N00002858,Ileana Ros-Lehtinen
N00002525,AlfredWileyBeverly
N00007615,Matthew Matsunaga
N00009637,L Otter
N00009652,JeffreyWilliamColyer
N00003473,Hal Rogers
N00009660,Steve Scalise
N00005353,William Jefferson
N00005437,Clyde Holloway
N00003838,JillLongThompson
N00005282,Jerry Moran
N00003458,Tom Barlow
N00003437,Jim Bunning
N00009791,David Treen
N00005407,Richard Baker
N00000316,John Mitchell
N00000259,Joseph Kennedy
N00001799,Kweisi Mfume
N00002314,G Hefner
N00000847,William Hughes
N00008619,Steven Rothman
N00006528,John Wertheim
N00001311,Louise Slaughter
N00001117,Stephen Solarz
N00008669,Nancy Naples
N00003202,Bill Jenkins
N00006067,Silvestre Reyes
N00005736,Brian Babin
N00005883,Kevin Brady
N00006031,Teresa Doggett
N00008799,Kay Granger
N00005893,Greg Laughlin
N00006008,Ruben Hinojosa
N00001811,Lamar Smith
N00005965,Joe Sullivan
N00005906,Ron Paul
N00005677,Martin Frost
N00006349,Chris Cannon
N00002147,Bobby Scott
N00002140,Owen Pickett
N00002167,Virgil Goode
N00002073,Frank Wolf
N00007124,Christopher Cox
N00006954,Gary Miller
N00007151,Dana Rohrabacher
N00007068,Mary Bono
N00007148,Pat Neal
N00008051,Mark Udall
N00006201,Anthony Martinez
N00006103,Tom Tancredo
N00000575,John Larson
N00000652,Christopher Shays
N00000638,Mark Nielsen
N00000554,Demetrios Giannaros
N00002782,Cliff Stearns
N00002936,Joe Chillura
N00002618,Ralph Hudgens
N00002691,Dylan Glenn
N00002555,DavidJamesWorley
N00006263,Mike Simpson
N00004881,Mel Reynolds
N00004708,Thomas Cramer
N00004671,David McSweeney
N00004724,Jan Schakowsky
N00004762,Judy Biggert
N00005057,Bill Federer
N00005157,Gary Nodler
N00003350,Gene Taylor
N00002356,Mike McIntyre
N00002315,Robin Hayes
N00002383,Charles Taylor
N00027485,Julie Padilla
N00027488,ShalendShaneSingh
N00005321,Lee Terry
N00009816,Chris Smith
N00000766,Mike Ferguson
N00000723,TheresadeLeon
N00008877,Eric Serna
N00009818,Shelley Berkley
N00001061,Robert Previdi
N00003209,John Duncan
N00003254,John Tanner
N00006060,Charles Stenholm
N00009828,Ciro Rodriguez
N00000528,Bernie Sanders
N00005936,RichardFrancis'Rico'Flynn
N00001871,John Glenn
N00006435,RobertBryantWinn
N00002283,John Edwards
N00006692,Barbara Boxer
N00007377,Tom Campbell
N00009778,John Kasich
N00000093,Charles Phillips
N00000727,MonicaGailMoorehead
N00005761,WillieFelixCarter
N00005037,Richard Gephardt
N00009894,Freddy Sitnick
N00008954,Al Gore
N00003326,Samuel Palmer
N00002725,DeborahKatzPueschel
N00009616,RobertNelsonHering
N00009618,Adam Putnam
N00002599,John Linder
N00009635,Jim Marshall
N00004255,Jim Nussle
N00004905,Don Manzullo
N00009656,Eleanor Jordan
N00009659,David Vitter
N00005358,Marc Morial
N00001756,Jim Exon
N00009483,BrendanThomasByrne
N00009908,Rudolph Giuliani
N00005617,Don Nickles
N00027486,Deborah Ortiz
N00007997,Ted Stevens
N00007206,John Seymour
N00006770,Mel Levine
N00007156,RobertWilliamGottier
N00001715,Sandra Noble
N00008943,WilliamIIIHall
N00008075,Bill Bradley
N00005303,Bob Kerrey
N00002091,Larry Craig
N00000940,Robert Abrams
N00000019,Hillary Clinton
N00007879,Slade Gorton
N00009941,Murray Sabrin
N00000659,Frank Lautenberg
N00001128,Geraldine Ferraro
N00006347,Robert Bennett
N00006406,Jon Kyl
N00007364,Dianne Feinstein
N00000581,Chris Dodd
N00007653,Daniel Akaka
N00000817,James Florio
N00001380,Rick Santorum
N00003147,Bill Frist
N00001776,MichaelAllenAndrews
N00005240,GloriaJeanO'Dell
N00002351,Lauch Faircloth
N00000444,Judd Gregg
N00006518,Jeff Bingaman
N00003709,Mike DeWine
N00007876,Patty Murray
N00008006,Frank Murkowski
N00006202,BenNighthorseCampbell
N00008078,Anthony(Andy)Martin
N00001758,Chuck Grassley
N00009945,Jon Corzine
N00006424,John McCain
N00009082,Wayne Allard
N00002742,Bob Graham
N00002532,Clinton Day
N00004981,Dick Durbin
N00005285,Pat Roberts
N00005385,John Breaux
N00005395,Mary Landrieu
N00001979,Paul Sarbanes
N00000491,Susan Collins
N00005178,Christopher"Kit"Bond
N00004207,Tom Harkin
N00000245,John Kerry
N00000480,Olympia Snowe
N00005165,John Ashcroft
N00001871,John Glenn
N00006515,Pete Domenici
N00005499,Tim Hutchinson
N00006887,TimothyCharlesKalemkarian
N00001670,Ray Clatworthy
N00002593,Johnny Isakson
N00006286,JohnVictorEvans
N00004851,Pat Quinn
N00005244,Sam Brownback
N00005350,Samuel Nunez
N00000308,Edward Kennedy
N00001945,Barbara Mikulski
N00001771,Donald Riegle
N00001762,Daniel Inouye
N00001764,Richard Lugar
N00000286,Mitt Romney
N00004468,Rod Grams
N00005138,Alan Wheat
N00005582,James Inhofe
N00002423,Fritz Hollings
N00005675,KayBaileyHutchison
N00006283,Dirk Kempthorne
N00003389,Mitch McConnell
N00004615,Byron Dorgan
N00006619,John Ensign
N00006159,GaryWarrenSwing
N00009086,Gary Franks
N00001800,Connie Mack
N00009926,Bill Nelson
N00009918,Patrick Leahy
N00001685,Jay Rockefeller
N00009920,Richard Shelby
N00003062,Jeff Sessions
N00001093,Charles Schumer
N00003583,George Voinovich
N00007815,Gordon Smith
N00001604,Arlen Specter
N00004583,Tom Daschle
N00005660,Victor Morales
N00027487,Serge Chernay
N00004309,Herb Kohl
N00002200,Robert Byrd
N00008092,Blanche Lincoln
N00007017,Darrell Issa
N00000616,Joe Lieberman
N00001669,Joseph Biden
N00002791,Bill McCollum
N00009930,Willie Logan
N00004428,Bob Welch
N00006246,Craig Thomas
N00003036,Roger Bedford
N00001579,Allyson Schwartz
N00005329,Ben Nelson
N00009922,Harry Reid
N00001769,Bob Packwood
N00007724,Ron Wyden
N00000362,Jack Reed
